"10.1017/S0956536113000047","SHIFTING ALLIANCES: EPICLASSIC AND EARLY POSTCLASSIC INTERACTIONS AT CERRO PORTEZUELO","Destiny L. Crider, ","24",1,"","2013-01-01T00:00:00Z","107-130",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.1017/S0956536116000134","VARIATION IN RESIDENTIAL PRISMATIC BLADE PRODUCTION AND STATUS DURING THE EARLY CLASSIC AT PALO ERRADO, VERACRUZ","Charles L. F. Knight, ","27",1,"","2016-01-01T00:00:00Z","71-90",""
"10.2307/25063087","Bioarchaeological Evidence for Social and Temporal Differences in Diet at Piedras Negras, Guatemala","Andrew K. Scherer,  Lori E. Wright, Cassady J. Yoder, ","18",1,"","2007-01-01T00:00:00Z","85-104",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.7183/1045-6635.21.3.312","Archaic Origins of the Lowland Maya","Jon C. Lohse, ","21",3,"","2010-01-01T00:00:00Z","312-352",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S095653611400025X","POLITICAL TRANSFORMATIONS AND THE EVERYDAY IN POSTCLASSIC OAXACA","Arthur A. Joyce, Marc N. Levine, Stacie M. King, Jessica Hedgepeth Balkin, Sarah B. Barber, ","25",2,"","2015-01-01T00:00:00Z","389-410",""
"10.1017/S1045663500011834","LAQ volume 3 issue 2 Cover and Back matter","","3",2,"","1992-01-01T00:00:00Z","b1-b2",""
"10.7183/1045-6635.27.4.497","Llamas on the Land: Production and Consumption of Meat at Chavn de Huntar, Peru","Silvana A. Rosenfeld, Matthew P. Sayre, ","27",4,"","2016-01-01T00:00:00Z","497-511",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100000754","Ceramic Chronology and Chronometric Dating","Michael W. Love, ","4",1,"","1993-01-01T00:00:00Z","17-29",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001450","Dating Results From Excavations in Quarry Tunnels Behind the Pyramid of the Sun at Teotihuacan","Linda Manzanilla, Claudia Lpez, AnnCorinne Freter, ","7",2,"","1996-01-01T00:00:00Z","245-266",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S0956536100001000","Postclassic Changes in Veracruz, Mexico","L. Antonio Curet, Barbara L. Stark, Sergio Vsquez Z., ","5",1,"","1994-01-01T00:00:00Z","13-32",""
"10.1017/S1045663500015066","LAQ volume 14 issue 3 Cover and Front matter","","14",3,"","2003-01-01T00:00:00Z","f1-f4",""
"10.1017/S1045663500013018","Index to Volume 10","","10",4,"","1999-01-01T00:00:00Z","447-449",""
"10.7183/1045-6635.26.3.304","Cueva Huenul 1 Archaeological Site, Northwestern Patagonia, Argentina: Initial Colonization and Mid-Holocene Demographic Retraction","Ramiro Barberena, ","26",3,"","2015-01-01T00:00:00Z","304-318",""
"10.7183/1045-6635.26.3.304","Cueva Huenul 1 Archaeological Site, Northwestern Patagonia, Argentina: Initial Colonization and Mid-Holocene Demographic Retraction","Ramiro Barberena, ","26",3,"","2015-01-01T00:00:00Z","304-318",""
"10.7183/1045-6635.26.3.304","Cueva Huenul 1 Archaeological Site, Northwestern Patagonia, Argentina: Initial Colonization and Mid-Holocene Demographic Retraction","Ramiro Barberena, ","26",3,"","2015-01-01T00:00:00Z","304-318",""
"10.1017/laq.2018.29","LITTLE HELPERS, COMPANIONS, AND ANCESTORS: MINIATURE FIGURES IN THE MAYA LOWLAND REGION DURING THE LATE PRECLASSIC AND CLASSIC PERIODS (AD 15800)","Lisa M. Johnson, ","29",3,"","2018-01-01T00:00:00Z","616-622",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.1017/S0956536100000353","Economic Variation of Ancient Maya Residential Settlement in the Upper Belize River Area","Anabel Ford, ","2",1,"","1991-01-01T00:00:00Z","35-46",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
"10.2307/971785","Obsidian Blades from La Blanca, a Changing Lithic Industry on the South Coast of Guatemala","C. Roger Nance, Katharine A. Kirk, ","2",4,"","1991-01-01T00:00:00Z","371-383",""
